🎴辽宁全网通.央视👉,#genre#
咪咕视频16,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227406/index.m3u8,$FHD
咪咕视频16,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227406/index.m3u8,$FHD
咪咕视频17,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227409/index.m3u8,$FHD
咪咕视频17,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227409/index.m3u8,$FHD
咪咕视频18,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227412/index.m3u8,$FHD
咪咕视频18,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227412/index.m3u8,$FHD
咪咕视频19,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227427/index.m3u8,$FHD
咪咕视频19,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227427/index.m3u8,$FHD
咪咕视频20,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227430/index.m3u8,$FHD
咪咕视频20,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227430/index.m3u8,$FHD
咪咕视频21,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227433/index.m3u8,$FHD
咪咕视频21,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227433/index.m3u8,$FHD
咪咕视频22,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227436/index.m3u8,$FHD
咪咕视频22,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227436/index.m3u8,$FHD
咪咕视频23,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227439/index.m3u8,$FHD
咪咕视频23,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227439/index.m3u8,$FHD
咪咕视频24,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227442/index.m3u8,$FHD
咪咕视频24,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227442/index.m3u8,$FHD
咪咕视频25,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227445/index.m3u8,$FHD
咪咕视频25,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227445/index.m3u8,$FHD
咪咕视频26,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227448/index.m3u8,$FHD
咪咕视频26,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227448/index.m3u8,$FHD
咪咕视频27,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227451/index.m3u8,$FHD
咪咕视频27,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227451/index.m3u8,$FHD
咪咕视频28,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227305/index.m3u8,$FHD
咪咕视频28,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227305/index.m3u8,$FHD
咪咕视频29,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227293/index.m3u8,$FHD
咪咕视频29,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227293/index.m3u8,$FHD
咪咕视频30,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227296/index.m3u8,$FHD
咪咕视频30,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227296/index.m3u8,$FHD
咪咕视频31,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227299/index.m3u8,$FHD
咪咕视频31,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227299/index.m3u8,$FHD
咪咕视频32,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227302/index.m3u8,$FHD
咪咕视频32,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227302/index.m3u8,$FHD
辽宁联通 辽宁本地,#genre#
辽宁卫视,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226731/index.m3u8,$FHD
辽宁卫视,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227242/index.m3u8,$FHD
辽宁卫视,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226731/index.m3u8,$FHD
辽宁卫视,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227242/index.m3u8,$FHD
辽宁卫视,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226767/index.m3u8,$SD
辽宁卫视,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226767/index.m3u8,$SD
辽宁都市,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226760/index.m3u8,$FHD
辽宁都市,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227355/index.m3u8,$FHD
辽宁都市,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226760/index.m3u8,$FHD
辽宁都市,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227355/index.m3u8,$FHD
辽宁影视剧,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226738/index.m3u8,$FHD
辽宁影视剧,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227331/index.m3u8,$FHD
辽宁影视剧,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226738/index.m3u8,$FHD
辽宁影视剧,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227331/index.m3u8,$FHD
辽宁生活,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226761/index.m3u8,$FHD
辽宁生活,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227319/index.m3u8,$FHD
辽宁生活,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226761/index.m3u8,$FHD
辽宁生活,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227319/index.m3u8,$FHD
辽宁教育青少,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226763/index.m3u8,$FHD
辽宁教育青少,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227297/index.m3u8,$FHD
辽宁教育青少,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226763/index.m3u8,$FHD
辽宁教育青少,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227297/index.m3u8,$FHD
辽宁体育休闲,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226764/index.m3u8,$FHD
辽宁体育休闲,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227334/index.m3u8,$FHD
辽宁体育休闲,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226764/index.m3u8,$FHD
辽宁体育休闲,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227334/index.m3u8,$FHD
辽宁北方,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226755/index.m3u8,$FHD
辽宁北方,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227327/index.m3u8,$FHD
辽宁北方,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226755/index.m3u8,$FHD
辽宁北方,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227327/index.m3u8,$FHD
辽宁公共,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226766/index.m3u8,$FHD
辽宁公共,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8,$FHD
辽宁公共,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226766/index.m3u8,$FHD
辽宁公共,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8,$FHD
辽宁经济,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226735/index.m3u8,$FHD
辽宁经济,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227322/index.m3u8,$FHD
辽宁经济,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226735/index.m3u8,$FHD
辽宁经济,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227322/index.m3u8,$FHD
辽宁移动电视,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226982/index.m3u8,$FHD
辽宁移动电视,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227328/index.m3u8,$FHD
辽宁移动电视,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226982/index.m3u8,$FHD
辽宁移动电视,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227328/index.m3u8,$FHD
沈阳新闻综合,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226895/index.m3u8,$FHD
沈阳新闻综合,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227315/index.m3u8,$FHD
沈阳新闻综合,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226895/index.m3u8,$FHD
沈阳新闻综合,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227315/index.m3u8,$FHD

辽宁联通 购物,#genre#
宜佳购物,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226884/index.m3u8,$FHD
宜佳购物,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227309/index.m3u8,$FHD
央广购物,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227105/index.m3u8,$SD
央广购物,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227105/index.m3u8,$SD
家有购物,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226985/index.m3u8,$SD
家有购物,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226985/index.m3u8,$SD
优购物,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227335/index.m3u8,$SD
优购物,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227335/index.m3u8,$SD
聚鲨环球精选,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227044/index.m3u8,$SD
聚鲨环球精选,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227044/index.m3u8,$SD
辽宁联通 动漫,#genre#
新动漫,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226818/index.m3u8,$FHD
新动漫,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226818/index.m3u8,$FHD
金鹰卡通,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226845/index.m3u8,$FHD
金鹰卡通,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227300/index.m3u8,$FHD
金鹰卡通,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226845/index.m3u8,$FHD
金鹰卡通,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227300/index.m3u8,$FHD
嘉佳卡通,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8,$SD
嘉佳卡通,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8,$SD
优漫卡通,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8,$SD
优漫卡通,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8,$SD
辽宁联通 数字,#genre#
CCTV-第一剧场,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227444/index.m3u8,$FHD
CCTV-第一剧场,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227444/index.m3u8,$FHD
CCTV-风云剧场,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227447/index.m3u8,$FHD
CCTV-风云剧场,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227447/index.m3u8,$FHD
CCTV-风云音乐,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227502/index.m3u8,$FHD
CCTV-风云音乐,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227502/index.m3u8,$FHD
CCTV-风云足球,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227377/index.m3u8,$FHD
CCTV-风云足球,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227377/index.m3u8,$FHD
CCTV-怀旧剧场,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227499/index.m3u8,$FHD
CCTV-怀旧剧场,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227499/index.m3u8,$FHD
金鹰纪实,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227291/index.m3u8,$FHD
金鹰纪实,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226714/index.m3u8,$FHD
金鹰纪实,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227291/index.m3u8,$FHD
北京纪实科教,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226730/index.m3u8,$FHD
北京纪实科教,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226730/index.m3u8,$FHD
家庭理财,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226754/index.m3u8,$FHD
家庭理财,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226754/index.m3u8,$FHD
睛彩广场舞,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227423/index.m3u8,$FHD
睛彩广场舞,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227423/index.m3u8,$FHD
睛彩竞技,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227417/index.m3u8,$FHD
睛彩竞技,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227417/index.m3u8,$FHD
睛彩篮球,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227478/index.m3u8,$FHD
睛彩篮球,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227478/index.m3u8,$FHD
睛彩青少,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227420/index.m3u8,$FHD
睛彩青少,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227420/index.m3u8,$FHD
辽宁辽网通,#genre#
CCTV1,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226721/index.m3u8
CCTV1,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8
CCTV1,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226759/index.m3u8
CCTV2,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226711/index.m3u8
CCTV2,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8
CCTV2,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226853/index.m3u8
CCTV3,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8
CCTV3,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227402/index.m3u8
CCTV4,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226899/index.m3u8
CCTV4,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8
CCTV4,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226741/index.m3u8
CCTV5,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227218/index.m3u8
CCTV5,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227338/index.m3u8
CCTV5+,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226745/index.m3u8
CCTV5+,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227236/index.m3u8
CCTV5+,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226910/index.m3u8
CCTV6,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227221/index.m3u8
CCTV6,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227341/index.m3u8
CCTV6,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226199/index.m3u8
CCTV7,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227350/index.m3u8
CCTV7,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226905/index.m3u8
CCTV8,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227325/index.m3u8
CCTV8,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227466/index.m3u8
CCTV8,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226197/index.m3u8
CCTV9,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226734/index.m3u8
CCTV9,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227337/index.m3u8
CCTV10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226702/index.m3u8
CCTV10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227321/index.m3u8
CCTV10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226792/index.m3u8
CCTV11,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226753/index.m3u8
CCTV11,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227251/index.m3u8
CCTV12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226736/index.m3u8
CCTV12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227343/index.m3u8
CCTV12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226862/index.m3u8
CCTV13,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226729/index.m3u8
CCTV13,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227333/index.m3u8
CCTV14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226720/index.m3u8
CCTV14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227349/index.m3u8
CCTV14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226789/index.m3u8
CCTV15,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226796/index.m3u8
CCTV15,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227361/index.m3u8
CCTV16,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227074/index.m3u8
CCTV16,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227346/index.m3u8
CCTV17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226841/index.m3u8
CCTV17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227352/index.m3u8
CCTV17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226908/index.m3u8
CCTV-第一剧场,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227444/index.m3u8
CCTV-风云剧场,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227447/index.m3u8
CCTV-风云音乐,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227502/index.m3u8
CCTV-风云足球,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227377/index.m3u8
CCTV-怀旧剧场,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227499/index.m3u8
安多卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227160/index.m3u8
安徽卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226746/index.m3u8
安徽卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227233/index.m3u8
安徽卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226856/index.m3u8
北京卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226724/index.m3u8
北京卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227340/index.m3u8
北京卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226823/index.m3u8
兵团卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226859/index.m3u8
东方卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226733/index.m3u8
东方卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227212/index.m3u8
东方卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226872/index.m3u8
东南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226784/index.m3u8
东南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227472/index.m3u8
甘肃卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226875/index.m3u8
广东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226743/index.m3u8
广东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227318/index.m3u8
广东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226878/index.m3u8
广西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226830/index.m3u8
广西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227411/index.m3u8
贵州卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226874/index.m3u8
河北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226774/index.m3u8
河北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227408/index.m3u8
河南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226791/index.m3u8
河南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227353/index.m3u8
黑龙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226749/index.m3u8
黑龙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227288/index.m3u8
黑龙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226881/index.m3u8
湖北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226705/index.m3u8
湖北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227230/index.m3u8
湖北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226877/index.m3u8
湖南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226727/index.m3u8
湖南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227316/index.m3u8
湖南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226772/index.m3u8
吉林卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227163/index.m3u8
吉林卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227310/index.m3u8
江苏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226902/index.m3u8
江苏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227303/index.m3u8
江苏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226781/index.m3u8
江西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226788/index.m3u8
江西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227475/index.m3u8
康巴卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227111/index.m3u8
内蒙古卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226886/index.m3u8
宁夏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226804/index.m3u8
农林卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227108/index.m3u8
青海卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226889/index.m3u8
厦门卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226803/index.m3u8
山东教育卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227166/index.m3u8
山东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226739/index.m3u8
山东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227312/index.m3u8
山东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226887/index.m3u8
山西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226778/index.m3u8
陕西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226892/index.m3u8
深圳卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226725/index.m3u8
深圳卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227239/index.m3u8
深圳卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226807/index.m3u8
四川卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226728/index.m3u8
四川卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227245/index.m3u8
四川卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226810/index.m3u8
天津卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226742/index.m3u8
